name,rating,genre,release_year,movie_runtime,imdb_link
Rashomon,8.2,Period Drama / Crime / Drama / Mystery / Ambitious / Authentic emotion / Cinematography / Direction / Enduring legacy / Narrative complexity / Philosophical elements / Social commentary / Thought-provoking / Suspenseful,1950,1h 28m,https://www.imdb.com/title/tt0042876/?ref_=chttp_t_165
The Secret in Their Eyes,8.2,Dark Romance / Erotic Thriller / Legal Thriller / Period Drama / Psychological Drama / Psychological Thriller / Suspense Mystery / Tragedy / Whodunnit / Drama / Authentic emotion / Cinematography / Direction / Emotional weight / Narrative complexity / Romantic / Satisfying ending / Suspenseful,2009,2h 9m,https://www.imdb.com/title/tt1305806/?ref_=chttp_t_166
"Lock, Stock and Two Smoking Barrels",8.1,Dark Comedy / Farce / Gangster / Heist / Comedy / Crime / Comedic brilliance / Dark humor / Great ensemble / Iconic lines / Kinetic style / Rewatchable / Camera work / Derivative / Thin story / Uneven quality,1998,1h 47m,https://www.imdb.com/title/tt0120735/?ref_=chttp_t_167
V for Vendetta,8.1,Dystopian Sci-Fi / Political Thriller / Superhero / Action / Drama / Sci-Fi / Thriller / Action sequences / Cinematography / Freedom / Thought-provoking / Adaptation / Social commentary / Symbolism / Dystopian elements,2005,2h 12m,https://www.imdb.com/title/tt0434409/?ref_=chttp_t_168
Inside Out,8.1,Coming-of-Age / Computer Animation / Adventure / Animation / Comedy / Drama / Family / Fantasy / Animation style / Authentic emotion / Educational / Emotional weight / Family dynamics / Inspirational / Mental health / Psychological depth / Character development,2015,1h 35m,https://www.imdb.com/title/tt2096673/?ref_=chttp_t_169
"Three Billboards Outside Ebbing, Missouri",8.1,Dark Comedy / Satire / Comedy / Crime / Drama / Character development / Emotional weight / Great ensemble / Performance / Dark humor / Social commentary / Unpredictable / Writing,2017,1h 55m,https://www.imdb.com/title/tt5027774/?ref_=chttp_t_170
The Bridge on the River Kwai,8.1,Jungle Adventure / War Epic / Adventure / Drama / War / Cinematography / Dramatic tension / Enduring legacy / Performance / Production design / Adaptation / Social commentary / Historical accuracy / Pacing,1957,2h 41m,https://www.imdb.com/title/tt0050212/?ref_=chttp_t_171
Catch Me If You Can,8.1,Caper / Coming-of-Age / Docudrama / Globetrotting Adventure / Period Drama / True Crime / Biography / Crime / Drama / Character development / Charming / Chemistry / Comedic brilliance / Direction / Family dynamics / Suspenseful / Thrilling,2002,2h 21m,https://www.imdb.com/title/tt0264464/?ref_=chttp_t_172
Trainspotting,8.1,Dark Comedy / Psychological Drama / Drama / Cinematography / Realism / Soundtrack / Standout performance / Dark humor / Friendship / Narration / Philosophical elements / Social commentary,1996,1h 33m,https://www.imdb.com/title/tt0117951/?ref_=chttp_t_173
Raging Bull,8.1,Boxing / Docudrama / Period Drama / Biography / Drama / Sport / Atmospheric / Cinematography / Direction / Performance / Authentic emotion / Inner conflict / Realism / Family dynamics,1980,2h 9m,https://www.imdb.com/title/tt0081398/?ref_=chttp_t_174
The Wild Robot,8.2,Artificial Intelligence / Computer Animation / Survival / Animation / Sci-Fi / Adaptation / Animation style / Authentic emotion / Character development / Environmentalism / Family dynamics / Friendship / Identity / Personal growth / Survival,2024,1h 42m,https://www.imdb.com/title/tt29623480/?ref_=chttp_t_175
Fargo,8.1,Cop Drama / Dark Comedy / Police Procedural / Tragedy / Crime / Drama / Thriller / Atmospheric / Authentic emotion / Cinematography / Comedic brilliance / Dark humor / Direction / Genre blending / Standout performance,1996,1h 38m,https://www.imdb.com/title/tt0116282/?ref_=chttp_t_176
Warrior,8.1,Boxing / Action / Drama / Sport / Authentic emotion / Character development / Cinematography / Dramatic tension / Emotional weight / Family dynamics / Fight choreography / Inner conflict / Performance,2011,2h 20m,https://www.imdb.com/title/tt1291584/?ref_=chttp_t_177
Harry Potter and the Deathly Hallows: Part 2,8.1,Dark Fantasy / Fantasy Epic / Teen Adventure / Teen Fantasy / Tragedy / Adventure / Family / Fantasy / Mystery / Action sequences / Cinematography / Performance / Special effects / Enduring legacy / Satisfying ending / Adaptation / Character development,2011,2h 10m,https://www.imdb.com/title/tt1201607/?ref_=chttp_t_178
Gran Torino,8.1,Drama / Authentic emotion / Emotional weight / Friendship / Performance / Personal growth / Character development / Family dynamics / Social commentary / Dialogue,2008,1h 56m,https://www.imdb.com/title/tt1205489/?ref_=chttp_t_179
Million Dollar Baby,8.1,Boxing / Tragedy / Drama / Sport / Authentic emotion / Character development / Chemistry / Direction / Dramatic tension / Emotional weight / Performance / Family dynamics / Realism / Uneven quality,2004,2h 12m,https://www.imdb.com/title/tt0405159/?ref_=chttp_t_180
Ben-Hur,8.1,Adventure Epic / Epic / Period Drama / Sword & Sandal / Adventure / Drama / Action sequences / Character development / Chemistry / Cinematography / Dramatic tension / Epic / Faith / Production design / Religious themes,1959,3h 32m,https://www.imdb.com/title/tt0052618/?ref_=chttp_t_181
Mad Max: Fury Road,8.1,Action Epic / Adventure Epic / Car Action / Desert Adventure / Dystopian Sci-Fi / Epic / Quest / Road Trip / Action / Adventure / Action sequences / Cinematography / Dystopian elements / Practical effects / Production design / Stunts / Technical achievement / Thrilling / Visual spectacle / Character development,2015,2h,https://www.imdb.com/title/tt1392190/?ref_=chttp_t_182
My Neighbor Totoro,8.1,Anime / Fairy Tale / Hand-Drawn Animation / Iyashikei / Animation / Comedy / Family / Fantasy / Animation style / Atmospheric / Authentic emotion / Charming / Creature design / Family dynamics / Fantastical elements / Heartfelt / Musical score / Nostalgic,1988,1h 26m,https://www.imdb.com/title/tt0096283/?ref_=chttp_t_183
Barry Lyndon,8.1,Costume Drama / Dark Comedy / Epic / Period Drama / Adventure / Drama / War / Ambitious / Cinematography / Musical score / Production design / Visual spectacle / Authentic emotion / Narration / Pacing,1975,3h 5m,https://www.imdb.com/title/tt0072684/?ref_=chttp_t_184
Dead Poets Society,8.1,Coming-of-Age / Teen Drama / Comedy / Drama / Authentic emotion / Character development / Educational / Freedom / Friendship / Iconic ending / Inspirational / Personal growth / Thought-provoking / Social commentary,1989,2h 8m,https://www.imdb.com/title/tt0097165/?ref_=chttp_t_185
Spider-Man: No Way Home,8.2,Superhero / Supernatural Fantasy / Urban Adventure / Action / Adventure / Fantasy / Sci-Fi / Action sequences / Authentic emotion / Character development / Chemistry / Nostalgic / Special effects / Thin story / Uneven quality,2021,2h 28m,https://www.imdb.com/title/tt10872600/?ref_=chttp_t_186
Children of Heaven,8.2,Drama / Family / Sport / Authentic emotion / Courage / Family dynamics / Friendship / Human experience / Realism / Universal themes / Religious themes / Social commentary / Symbolism,1997,1h 29m,https://www.imdb.com/title/tt0118849/?ref_=chttp_t_187
12 Years a Slave,8.1,Costume Drama / Docudrama / Epic / Period Drama / Tragedy / Biography / Drama / History / Authentic emotion / Cinematography / Performance / Thought-provoking / Dark tone / Historical accuracy / Social commentary / Survival,2013,2h 14m,https://www.imdb.com/title/tt2024544/?ref_=chttp_t_188
Hacksaw Ridge,8.1,Docudrama / Epic / Period Drama / War Epic / Biography / Drama / History / War / Action sequences / Character development / Cinematography / Courage / Faith / Inspirational / Performance / Realism / Historical accuracy,2016,2h 19m,https://www.imdb.com/title/tt2119532/?ref_=chttp_t_189
The Grand Budapest Hotel,8.1,Quirky Comedy / Comedy / Drama / Artistic vision / Authentic emotion / Character development / Cinematography / Comedic brilliance / Dark humor / Great ensemble / Nostalgic / Production design,2014,1h 39m,https://www.imdb.com/title/tt2278388/?ref_=chttp_t_190
Before Sunrise,8.1,Comedy / Drama / Romance / Atmospheric / Authentic emotion / Chemistry / Cinematography / Dialogue / Philosophical elements / Realism / Romantic / Thought-provoking,1995,1h 41m,https://www.imdb.com/title/tt0112471/?ref_=chttp_t_191
Blade Runner,8.1,Artificial Intelligence / Cyber Thriller / Cyberpunk / Dystopian Sci-Fi / Action / Drama / Sci-Fi / Thriller / Ambitious / Atmospheric / Cinematography / Dystopian elements / Philosophical elements / Production design / Soundtrack / Thought-provoking / Visual spectacle,1982,1h 57m,https://www.imdb.com/title/tt0083658/?ref_=chttp_t_192
Memories of Murder,8.1,Dark Comedy / Police Procedural / Serial Killer / True Crime / Crime / Drama / Mystery / Thriller / Atmospheric / Cinematography / Comedic brilliance / Realism / Suspenseful / Thought-provoking / Thrilling / Dark tone / Social commentary,2003,2h 12m,https://www.imdb.com/title/tt0353969/?ref_=chttp_t_193
Gone Girl,8.1,Erotic Thriller / Psychological Drama / Psychological Thriller / Suspense Mystery / Tragedy / Whodunnit / Drama / Mystery / Thriller / Character development / Direction / Performance / Psychological depth / Standout performance / Suspenseful / Unpredictable / Dark tone / Narrative complexity / Social commentary,2014,2h 29m,https://www.imdb.com/title/tt2267998/?ref_=chttp_t_194
Ratatouille,8.1,Animal Adventure / Computer Animation / Satire / Adventure / Animation / Comedy / Family / Fantasy / Animation style / Appetizing / Authentic emotion / Inspirational / Character development / Comedic brilliance / Creature design / Family dynamics,2007,1h 51m,https://www.imdb.com/title/tt0382932/?ref_=chttp_t_195
"Monsters, Inc.",8.1,Buddy Comedy / Computer Animation / Satire / Slapstick / Supernatural Fantasy / Urban Adventure / Adventure / Animation / Comedy / Family / Animation style / Authentic emotion / Character development / Charming / Comedic brilliance / Creature design / Friendship / Worldbuilding,2001,1h 32m,https://www.imdb.com/title/tt0198781/?ref_=chttp_t_196
In the Name of the Father,8.1,Docudrama / Legal Drama / Period Drama / Prison Drama / Tragedy / True Crime / Biography / Crime / Drama / Character development / Dramatic tension / Emotional weight / Performance / Family dynamics / Historical accuracy / Social commentary,1993,2h 13m,https://www.imdb.com/title/tt0107207/?ref_=chttp_t_197
How to Train Your Dragon,8.1,Computer Animation / Sword & Sorcery / Teen Adventure / Teen Fantasy / Action / Adventure / Animation / Family / Fantasy / Action sequences / Animation style / Character development / Courage / Creature design / Family dynamics / Friendship / Social commentary / Formulaic,2010,1h 38m,https://www.imdb.com/title/tt0892769/?ref_=chttp_t_198
Wild Tales,8.1,Dark Comedy / Comedy / Drama / Thriller / Comedic brilliance / Dark humor / Thrilling / Unpredictable / Social commentary / Surreal,2014,2h 2m,https://www.imdb.com/title/tt3011894/?ref_=chttp_t_199
The Gold Rush,8.1,Farce / Feel-Good Romance / Romantic Comedy / Slapstick / Adventure / Comedy / Drama / Romance / Western / Authentic emotion / Comedic brilliance / Enduring legacy / Historical accuracy / Iconic scene / Physical comedy / Practical effects / Romantic / Technical achievement,1925,1h 35m,https://www.imdb.com/title/tt0015864/?ref_=chttp_t_200
Jaws,8.1,Monster Horror / Sea Adventure / Survival / Adventure / Drama / Horror / Thriller / Character development / Chemistry / Cinematography / Direction / Iconic score / Satisfying ending / Standout performance / Suspenseful / Thrilling / Practical effects,1975,2h 4m,https://www.imdb.com/title/tt0073195/?ref_=chttp_t_201
Sherlock Jr.,8.2,Bumbling Detective / Farce / Feel-Good Romance / Slapstick / Action / Comedy / Romance / Comedic brilliance / Dreamlike / Nostalgic / Physical comedy / Special effects / Stunts / Technical achievement / Dramatic depth / Dubbing / Iconic ending,1924,45m,https://www.imdb.com/title/tt0015324/?ref_=chttp_t_202
Mary and Max,8.1,Adult Animation / Coming-of-Age / Dark Comedy / Psychological Drama / Stop Motion Animation / Animation / Comedy / Drama / Animation style / Authentic emotion / Friendship / Soundtrack / Dark humor / Mental health / Narration / Social commentary / Family dynamics,2009,1h 32m,https://www.imdb.com/title/tt0978762/?ref_=chttp_t_203
Ford v Ferrari,8.1,Car Action / Docudrama / Motorsport / Period Drama / Action / Biography / Drama / Sport / Action sequences / Character development / Chemistry / Cinematography / Dramatic tension / Friendship / Performance / Sound design / Thrilling / Historical accuracy,2019,2h 32m,https://www.imdb.com/title/tt1950186/?ref_=chttp_t_204
The Deer Hunter,8.1,Epic / War Epic / Drama / War / Character development / Cinematography / Direction / Friendship / Soundtrack / Realism / Symbolism / Editing / Mental health / Pacing,1978,3h 3m,https://www.imdb.com/title/tt0077416/?ref_=chttp_t_205
The General,8.1,Farce / Slapstick / Action / Adventure / Comedy / Drama / War / Action sequences / Authentic emotion / Comedic brilliance / Enduring legacy / Historical accuracy / Romantic / Stunts / Technical achievement,1926,1h 18m,https://www.imdb.com/title/tt0017925/?ref_=chttp_t_206
The Wages of Fear,8.1,Psychological Drama / Survival / Adventure / Drama / Thriller / Action sequences / Cinematography / Direction / Dramatic tension / Performance / Suspenseful / Existential / Social commentary,1953,2h 36m,https://www.imdb.com/title/tt0046268/?ref_=chttp_t_207
Mr. Smith Goes to Washington,8.1,Political Drama / Comedy / Drama / Authentic emotion / Character development / Courage / Direction / Dramatic tension / Inspirational / Performance / Social commentary,1939,2h 9m,https://www.imdb.com/title/tt0031679/?ref_=chttp_t_208
On the Waterfront,8.1,Legal Drama / Legal Thriller / Crime / Drama / Thriller / Atmospheric / Authentic emotion / Cinematography / Dramatic tension / Inner conflict / Performance / Realism / Social commentary,1954,1h 48m,https://www.imdb.com/title/tt0047296/?ref_=chttp_t_209
Wild Strawberries,8.1,Psychological Drama / Drama / Romance / Artistic vision / Cinematography / Personal growth / Existential / Family dynamics / Inner conflict / Meaning of life / Nostalgic / Symbolism,1957,1h 32m,https://www.imdb.com/title/tt0050986/?ref_=chttp_t_210
Logan,8.1,Dystopian Sci-Fi / Road Trip / Superhero / Action / Drama / Sci-Fi / Thriller / Action sequences / Cinematography / Direction / Emotional weight / Family dynamics / Performance / Dark tone / Unpredictable / Thin story,2017,2h 17m,https://www.imdb.com/title/tt3315342/?ref_=chttp_t_211
Rocky,8.1,Boxing / Drama / Sport / Authentic emotion / Character development / Enduring legacy / Iconic performance / Iconic score / Inspirational / Romantic / Standout performance / Thin story,1976,2h,https://www.imdb.com/title/tt0075148/?ref_=chttp_t_212
The Third Man,8.1,Film Noir / Hard-boiled Detective / Whodunnit / Drama / Mystery / Thriller / Atmospheric / Cinematography / Dark tone / Direction / Historical accuracy / Iconic imagery / Social commentary / Suspenseful / Musical score,1949,1h 44m,https://www.imdb.com/title/tt0041959/?ref_=chttp_t_213
Tokyo Story,8.1,Psychological Drama / Drama / Authentic emotion / Cinematography / Thought-provoking / Emotional weight / Family dynamics / Generational appeal / Human experience / Social commentary / Traditional values,1953,2h 17m,https://www.imdb.com/title/tt0046438/?ref_=chttp_t_214
Spotlight,8.1,Docudrama / Legal Drama / Period Drama / True Crime / Workplace Drama / Biography / Crime / Drama / Authentic emotion / Courage / Historical accuracy / Performance / Thought-provoking / Dark tone / Religious themes,2015,2h 9m,https://www.imdb.com/title/tt1895587/?ref_=chttp_t_215
The Big Lebowski,8.1,Buddy Comedy / Drug Crime / Satire / Stoner Comedy / Comedy / Crime / Comedic brilliance / Dark humor / Great ensemble / Iconic lines / Philosophical elements / Rewatchable / Surreal / Narrative complexity,1998,1h 57m,https://www.imdb.com/title/tt0118715/?ref_=chttp_t_216
The Terminator,8.1,Artificial Intelligence / Cyberpunk / Dystopian Sci-Fi / Time Travel / Urban Adventure / Action / Adventure / Sci-Fi / Action sequences / Atmospheric / Character development / Direction / Iconic lines / Iconic performance / Suspenseful / Thrilling / Dystopian elements / Special effects,1984,1h 47m,https://www.imdb.com/title/tt0088247/?ref_=chttp_t_217
Maharaja,8.4,One-Person Army Action / Action / Crime / Drama / Thriller / Action sequences / Cinematography / Non-linear structure / Satisfying ending / Suspenseful / Thought-provoking / Unpredictable / Dark tone / Social commentary,2024,N/A,https://www.imdb.com/title/tt26548265/?ref_=chttp_t_218
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,Sea Adventure / Supernatural Fantasy / Swashbuckler / Sword & Sandal / Action / Adventure / Fantasy / Action sequences / Character development / Comedic brilliance / Iconic performance / Special effects / Standout performance / Visual spectacle / Adaptation / Pacing / Thin story,2003,2h 23m,https://www.imdb.com/title/tt0325980/?ref_=chttp_t_219
The Seventh Seal,8.1,Psychological Drama / Drama / Fantasy / Atmospheric / Cinematography / Dark humor / Performance / Existential / Philosophical elements / Religious themes / Symbolism / Thought-provoking,1957,1h 36m,https://www.imdb.com/title/tt0050976/?ref_=chttp_t_220
Room,8.1,Psychological Drama / Drama / Thriller / Cinematography / Emotional weight / Family dynamics / Performance / Psychological depth / Social commentary / Standout performance / Survival / Realism,2015,1h 58m,https://www.imdb.com/title/tt3170832/?ref_=chttp_t_221
La haine,8.1,Gangster / Psychological Drama / Crime / Drama / Atmospheric / Cinematography / Friendship / Realism / Identity / Inner conflict / Social commentary,1995,1h 38m,https://www.imdb.com/title/tt0113247/?ref_=chttp_t_222
Jai Bhim,8.6,Legal Drama / Crime / Drama / Authentic emotion / Cinematography / Direction / Performance / Realism / Thought-provoking / Social commentary,2021,2h 44m,https://www.imdb.com/title/tt15097216/?ref_=chttp_t_223
Hotel Rwanda,8.1,Docudrama / Epic / Biography / Drama / History / War / Authentic emotion / Courage / Human experience / Survival / Historical accuracy / Realism / Social commentary,2004,2h 1m,https://www.imdb.com/title/tt0395169/?ref_=chttp_t_224
Platoon,8.1,Drama / War / Atmospheric / Authentic emotion / Performance / Action sequences / Character development / Historical accuracy / Inner conflict / Morality / Realism / Social commentary,1986,2h,https://www.imdb.com/title/tt0091763/?ref_=chttp_t_225
The Best Years of Our Lives,8.1,Epic / Feel-Good Romance / Drama / Romance / War / Authentic emotion / Courage / Family dynamics / Historical accuracy / Human experience / Realism / Adaptation / Mental health / Social commentary,1946,2h 50m,https://www.imdb.com/title/tt0036868/?ref_=chttp_t_226
Before Sunset,8.1,Feel-Good Romance / Drama / Romance / Atmospheric / Authentic emotion / Character development / Chemistry / Cinematography / Dialogue / Personal growth / Realism / Romantic / Bittersweet,2004,1h 20m,https://www.imdb.com/title/tt0381681/?ref_=chttp_t_227
The Exorcist,8.1,Body Horror / Psychological Drama / Psychological Horror / Supernatural Horror / Tragedy / Horror / Atmospheric / Direction / Horror craft / Iconic performance / Practical effects / Sound design / Suspenseful / Religious themes / Supernatural themes,1973,2h 2m,https://www.imdb.com/title/tt0070047/?ref_=chttp_t_228
The Sound of Music,8.1,Classic Musical / Epic / Period Drama / Biography / Drama / Family / Musical / Romance / Authentic emotion / Cinematography / Escapism / Family dynamics / Generational appeal / Musical score / Nostalgic / Performance / Romantic / Uplifting,1965,2h 52m,https://www.imdb.com/title/tt0059742/?ref_=chttp_t_229
The Incredibles,8.0,Computer Animation / Superhero / Action / Adventure / Animation / Family / Action sequences / Animation style / Character development / Family dynamics / Originality / Social commentary / Pacing,2004,1h 55m,https://www.imdb.com/title/tt0317705/?ref_=chttp_t_230
The Wizard of Oz,8.1,Adventure Epic / Classic Musical / Fairy Tale / Fantasy Epic / Quest / Adventure / Family / Fantasy / Musical / Character development / Enduring legacy / Generational appeal / Musical score / Production design / Special effects / Adaptation / Allegorical elements / Symbolism,1939,1h 42m,https://www.imdb.com/title/tt0032138/?ref_=chttp_t_231
The Passion of Joan of Arc,8.1,Legal Drama / Period Drama / Psychological Drama / Tragedy / Biography / Drama / History / Atmospheric / Authentic emotion / Camera work / Cinematography / Dramatic tension / Performance / Religious themes / Technical achievement / Historical accuracy,1928,1h 54m,https://www.imdb.com/title/tt0019254/?ref_=chttp_t_232
Hachi: A Dog's Tale,8.1,Animal Adventure / Biography / Drama / Family,2009,1h 33m,https://www.imdb.com/title/tt1028532/?ref_=chttp_t_233
Rush,8.1,Docudrama / Motorsport / Period Drama / Biography / Drama / Sport / Action sequences / Character development / Cinematography / Direction / Dramatic tension / Editing / Performance / Sound design / Thrilling,2013,2h 3m,https://www.imdb.com/title/tt1979320/?ref_=chttp_t_234
Stand by Me,8.1,Coming-of-Age / Dark Comedy / Quest / Adventure / Comedy / Drama / Authentic emotion / Dramatic tension / Friendship / Personal growth / Realism / Relatable / Bittersweet / Family dynamics / Inner conflict,1986,1h 29m,https://www.imdb.com/title/tt0092005/?ref_=chttp_t_235
My Father and My Son,8.2,Coming-of-Age / Political Drama / Drama / Family / Authentic emotion / Dramatic depth / Emotional weight / Family dynamics / Generational appeal / Heartfelt / Rural charm,2005,1h 52m,https://www.imdb.com/title/tt0476735/?ref_=chttp_t_236
Network,8.1,Dark Comedy / Workplace Drama / Drama / Enduring legacy / Performance / Thought-provoking / Ambitious / Dialogue / Social commentary / Dystopian elements / Pacing,1976,2h 1m,https://www.imdb.com/title/tt0074958/?ref_=chttp_t_237
I'm Still Here,8.2,Docudrama / Period Drama / Political Drama / Biography / Drama / History / Authentic emotion / Cinematography / Courage / Direction / Emotional weight / Family dynamics / Historical accuracy / Performance,2024,2h 17m,https://www.imdb.com/title/tt14961016/?ref_=chttp_t_238
The Iron Giant,8.1,Alien Invasion / Artificial Intelligence / Hand-Drawn Animation / High-Concept Comedy / Kaiju / Space Sci-Fi / Action / Adventure / Animation / Comedy / Animation style / Character development / Friendship / Generational appeal / Heartfelt / Inspirational / Nostalgic / Social commentary,1999,1h 26m,https://www.imdb.com/title/tt0129167/?ref_=chttp_t_239
A Silent Voice: The Movie,8.1,Anime / Coming-of-Age / Psychological Drama / Shōnen / Slice of Life / Animation / Drama / Authentic emotion / Friendship / Personal growth / Sound design / Character development / Dramatic depth / Inner conflict / Mental health / Social commentary,2016,2h 10m,https://www.imdb.com/title/tt5323662/?ref_=chttp_t_240
The Handmaiden,8.1,Dark Romance / Erotic Thriller / Psychological Thriller / Steamy Romance / Drama / Romance / Thriller / Atmospheric / Authentic emotion / Cinematography / Dramatic tension / Performance / Sexuality / Social commentary,2016,2h 25m,https://www.imdb.com/title/tt4016934/?ref_=chttp_t_241
The Battle of Algiers,8.1,Docudrama / Political Drama / Drama / War / Atmospheric / Authentic emotion / Cinematography / Realism / Dramatic tension / Historical accuracy / Identity / Social commentary,1966,2h 1m,https://www.imdb.com/title/tt0058946/?ref_=chttp_t_242
To Be or Not to Be,8.1,Screwball Comedy / Comedy / Romance / War / Comedic brilliance / Enduring legacy / Great ensemble / Iconic performance / Dark humor / Historical accuracy / Social commentary / Suspenseful,1942,1h 39m,https://www.imdb.com/title/tt0035446/?ref_=chttp_t_243
The Grapes of Wrath,8.1,Period Drama / Tragedy / Drama / Cinematography / Performance / Adaptation / Character development / Family dynamics / Historical accuracy / Social commentary / Survival,1940,2h 9m,https://www.imdb.com/title/tt0032551/?ref_=chttp_t_244
Into the Wild,8.0,Coming-of-Age / Docudrama / Road Trip / Survival / Tragedy / Adventure / Biography / Drama / Cinematography / Environmentalism / Freedom / Soundtrack / Character development / Escapism / Family dynamics / Philosophical elements / Social commentary / Survival,2007,2h 28m,https://www.imdb.com/title/tt0758758/?ref_=chttp_t_245
Groundhog Day,8.0,Feel-Good Romance / High-Concept Comedy / Holiday Comedy / Holiday Romance / Romantic Comedy / Comedy / Drama / Fantasy / Romance / Character development / Chemistry / Comedic brilliance / Personal growth / Philosophical elements / Romantic / Thought-provoking / Existential,1993,1h 41m,https://www.imdb.com/title/tt0107048/?ref_=chttp_t_246
The Help,8.1,Period Drama / Drama / Authentic emotion / Character development / Courage / Emotional weight / Friendship / Performance / Social commentary / Historical accuracy,2011,2h 26m,https://www.imdb.com/title/tt1454029/?ref_=chttp_t_247
Autumn Sonata,8.1,Tragedy / Drama / Music,1978,1h 39m,https://www.imdb.com/title/tt0077711/?ref_=chttp_t_248
Amores Perros,8.0,Tragedy / Drama / Thriller,2000,2h 34m,https://www.imdb.com/title/tt0245712/?ref_=chttp_t_249
Drishyam,8.2,Suspense Mystery / Crime / Drama / Mystery / Thriller,2015,2h 43m,https://www.imdb.com/title/tt4430212/?ref_=chttp_t_250
